"profilename";"tablabel";"has_access";"profileid";"tabid";"permissions"
"Case Manager";"Leads";"0";"11";"7";"1"
"Case Manager";"Leads";"1";"11";"178";"0"
"Case Manager";"LettersIn";"0";"11";"81";"1"
"Case Manager";"LettersOut";"0";"11";"82";"1"
"Case Manager";"Litigation Contacts";"1";"11";"191";"0"
"Case Manager";"Litigation Costs";"1";"11";"186";"0"
"Case Manager";"LocationRegister";"0";"11";"123";"1"
"Case Manager";"Locations";"0";"11";"130";"1"
"Case Manager";"MailIntegration";"0";"11";"129";"1"
"Case Manager";"Mortgage Companies";"1";"11";"190";"0"
"Case Manager";"MultiCompany";"0";"11";"119";"1"
"Case Manager";"Notification";"1";"11";"111";"0"
"Case Manager";"Occurrences";"0";"11";"131";"1"
"Case Manager";"OpenStreetMap";"0";"11";"110";"1"
"Case Manager";"OSSEmployees";"0";"11";"61";"1"
"Case Manager";"OSSMail";"1";"11";"48";"0"
"Case Manager";"OSSMailView";"1";"11";"54";"0"
"Case Manager";"OSSOutsourcedServices";"0";"11";"57";"1"
"Case Manager";"OSSPasswords";"0";"11";"60";"1"
"Case Manager";"OSSSoldServices";"0";"11";"58";"1"
"Case Manager";"OSSTimeControl";"0";"11";"51";"1"
"Case Manager";"Outside Cases";"0";"11";"182";"1"
"Case Manager";"OutsourcedProducts";"0";"11";"59";"1"
"Case Manager";"Package Email Variants";"1";"11";"163";"0"
"Case Manager";"Partial Settlements";"1";"11";"192";"0"
"Case Manager";"Partners";"0";"11";"92";"1"
"Case Manager";"Partners Portal Activity";"1";"11";"197";"0"
"Case Manager";"Password";"0";"11";"50";"1"
"Case Manager";"Payments";"0";"11";"147";"1"
"Case Manager";"PaymentsIn";"0";"11";"79";"1"
"Case Manager";"PaymentsOut";"0";"11";"80";"1"
"Case Manager";"PermissionInspector";"0";"11";"120";"1"
"Case Manager";"Placeholders";"0";"11";"165";"1"
"Case Manager";"Portfolio Purchases";"1";"11";"154";"0"
"Case Manager";"Portfolios";"1";"11";"138";"0"
"Case Manager";"PriceBooks";"0";"11";"19";"1"
"Case Manager";"ProductCategory";"0";"11";"132";"1"
"Case Manager";"Products";"0";"11";"14";"1"
"Case Manager";"Program Algorithms";"1";"11";"193";"0"
"Case Manager";"Programs";"0";"11";"144";"1"
"Case Manager";"Project";"0";"11";"43";"1"
"Case Manager";"ProjectMilestone";"0";"11";"41";"1"
"Case Manager";"ProjectTask";"0";"11";"42";"1"
"Case Manager";"Provider Contacts";"1";"11";"136";"0"
"Case Manager";"Provider Eligibility";"1";"11";"141";"0"
"Case Manager";"Provider Eligibility Conf";"1";"11";"140";"0"
"Case Manager";"Provider Licenses";"1";"11";"150";"0"
"Case Manager";"Provider References";"1";"11";"137";"0"
"Case Manager";"Providers";"1";"11";"135";"0"
"Case Manager";"Providers Litigation Assi";"0";"11";"196";"1"
"Case Manager";"Queue";"0";"11";"134";"1"
"Case Manager";"RecycleBin";"0";"11";"126";"1"
"Case Manager";"Reservations";"0";"11";"84";"1"
"Case Manager";"Rss";"0";"11";"24";"1"
"Case Manager";"SCalculations";"0";"11";"88";"1"
"Case Manager";"Service Contracts";"0";"11";"34";"1"
"Case Manager";"Services";"0";"11";"35";"1"
"Case Manager";"Similar Cases";"1";"11";"176";"0"
"Case Manager";"Similar Claims";"0";"11";"169";"1"
"Case Manager";"Similar Texas Cases";"1";"11";"199";"0"
"Case Manager";"SMSNotifier";"0";"11";"45";"1"
"Case Manager";"SQuoteEnquiries";"0";"11";"85";"1"
"Case Manager";"SQuotes";"0";"11";"89";"1"
"Case Manager";"SRecurringOrders";"0";"11";"91";"1"
"Case Manager";"SRequirementsCards";"0";"11";"87";"1"
"Case Manager";"SSalesProcesses";"0";"11";"86";"1"
"Case Manager";"SSingleOrders";"0";"11";"90";"1"
"Case Manager";"SVendorEnquiries";"0";"11";"117";"1"
"Case Manager";"System Parameters";"0";"11";"171";"1"
"Case Manager";"Tasks";"1";"11";"179";"0"
"Case Manager";"test adv";"0";"11";"151";"1"
"Case Manager";"Texas Cases";"0";"11";"200";"1"
"Case Manager";"User Groups";"0";"11";"181";"1"
"Case Manager";"Users";"0";"11";"29";"1"
"Case Manager";"Vendors";"0";"11";"18";"1"
"Cases API";"Adjusters";"1";"27";"175";"0"
"Cases API";"Api Address";"0";"27";"73";"1"
"Cases API";"Attorneys";"1";"27";"149";"0"
"Cases API";"Batch Errors";"0";"27";"155";"1"
"Cases API";"Batch Tasks";"0";"27";"166";"1"
"Cases API";"Calendar";"0";"27";"9";"1"
"Cases API";"Case Handlers";"0";"27";"164";"1"
"Cases API";"Cases";"1";"27";"159";"0"
"Cases API";"Claim Collections";"0";"27";"172";"1"
"Cases API";"Claimed Invoices";"0";"27";"152";"1"
"Cases API";"Claims";"0";"27";"139";"1"
"Cases API";"Claims Documents Upload";"0";"27";"201";"1"
"Cases API";"Collections";"0";"27";"170";"1"
"Cases API";"Comments";"1";"27";"40";"0"
"Cases API";"Contacts";"0";"27";"177";"1"
"Cases API";"Counties";"1";"27";"173";"0"
"Cases API";"Courts";"1";"27";"145";"0"
"Cases API";"Dashboards";"0";"27";"1";"1"
"Cases API";"Document Package Sources";"0";"27";"162";"1"
"Cases API";"Document Packages";"0";"27";"158";"1"
"Cases API";"Document Templates";"0";"27";"157";"1"
"Cases API";"Document Types";"1";"27";"161";"0"
"Cases API";"Documents";"1";"27";"8";"0"
"Cases API";"DotsPBIReports";"0";"27";"184";"1"
"Cases API";"Dropbox Destinations";"0";"27";"185";"1"
"Cases API";"EmailTemplates";"0";"27";"112";"1"
"Cases API";"Help Info";"0";"27";"194";"1"
"Cases API";"HO Claimed Invoices";"0";"27";"187";"1"
"Cases API";"Insurance Companies";"1";"27";"168";"0"
"Cases API";"Insurance Company Aliases";"0";"27";"180";"1"
"Cases API";"Insureds";"1";"27";"167";"0"
"Cases API";"Investors";"0";"27";"146";"1"
"Cases API";"Judges";"1";"27";"174";"0"
"Cases API";"Law Firm Aliases";"0";"27";"189";"1"
"Cases API";"Law Firms";"1";"27";"188";"0"
"Cases API";"Leads";"0";"27";"178";"1"
"Cases API";"Litigation Contacts";"0";"27";"191";"1"
"Cases API";"Litigation Costs";"0";"27";"186";"1"
"Cases API";"Mortgage Companies";"1";"27";"190";"0"
"Cases API";"Notification";"0";"27";"111";"1"
"Cases API";"OpenStreetMap";"0";"27";"110";"1"
"Cases API";"OSSMail";"0";"27";"48";"1"
"Cases API";"OSSMailView";"0";"27";"54";"1"
"Cases API";"OSSTimeControl";"0";"27";"51";"1"
"Cases API";"Outside Cases";"1";"27";"182";"0"
"Cases API";"Package Email Variants";"0";"27";"163";"1"
"Cases API";"Partial Settlements";"0";"27";"192";"1"
"Cases API";"Partners Portal Activity";"0";"27";"197";"1"
"Cases API";"Password";"0";"27";"50";"1"
"Cases API";"Payments";"0";"27";"147";"1"
"Cases API";"PermissionInspector";"0";"27";"120";"1"
"Cases API";"Placeholders";"0";"27";"165";"1"
"Cases API";"Portfolio Purchases";"0";"27";"154";"1"
"Cases API";"Portfolios";"0";"27";"138";"1"
"Cases API";"Program Algorithms";"1";"27";"193";"0"
"Cases API";"Programs";"1";"27";"144";"0"
"Cases API";"Provider Contacts";"0";"27";"136";"1"
"Cases API";"Provider Eligibility";"0";"27";"141";"1"
"Cases API";"Provider Eligibility Conf";"0";"27";"140";"1"
"Cases API";"Provider Licenses";"0";"27";"150";"1"
"Cases API";"Provider References";"0";"27";"137";"1"
"Cases API";"Providers";"1";"27";"135";"0"
"Cases API";"Providers Litigation Assi";"0";"27";"196";"1"
"Cases API";"RecycleBin";"0";"27";"126";"1"
"Cases API";"Rss";"0";"27";"24";"1"
"Cases API";"Similar Cases";"1";"27";"176";"0"
"Cases API";"Similar Claims";"0";"27";"169";"1"
"Cases API";"Similar Texas Cases";"1";"27";"199";"0"
"Cases API";"System Parameters";"0";"27";"171";"1"
"Cases API";"Tasks";"0";"27";"179";"1"
"Cases API";"test adv";"0";"27";"151";"1"
"Cases API";"Texas Cases";"1";"27";"200";"0"
"Cases API";"User Groups";"0";"27";"181";"1"
"Cases API";"Users";"0";"27";"29";"1"
"Claim Acceptant";"Accounts";"0";"7";"6";"1"
"Claim Acceptant";"ActivityRegister";"0";"7";"122";"1"
"Claim Acceptant";"Adjusters";"0";"7";"175";"1"
"Claim Acceptant";"Announcements";"0";"7";"83";"1"
"Claim Acceptant";"Api Address";"0";"7";"73";"1"
"Claim Acceptant";"Approvals";"0";"7";"127";"1"
"Claim Acceptant";"ApprovalsRegister";"0";"7";"128";"1"
"Claim Acceptant";"Assets";"0";"7";"37";"1"
"Claim Acceptant";"Attorneys";"1";"7";"149";"0"
"Claim Acceptant";"AuditRegister";"0";"7";"125";"1"
"Claim Acceptant";"BankAccounts";"0";"7";"133";"1"
"Claim Acceptant";"Batch Errors";"1";"7";"155";"0"
"Claim Acceptant";"Batch Tasks";"0";"7";"166";"1"
"Claim Acceptant";"Calendar";"1";"7";"9";"0"
"Claim Acceptant";"CallHistory";"0";"7";"74";"1"
"Claim Acceptant";"Campaigns";"0";"7";"26";"1"
"Claim Acceptant";"Case Handlers";"0";"7";"164";"1"
"Claim Acceptant";"Cases";"1";"7";"159";"0"
"Claim Acceptant";"CFixedAssets";"0";"7";"113";"1"
"Claim Acceptant";"CInternalTickets";"0";"7";"114";"1"
"Claim Acceptant";"Claim Collections";"1";"7";"172";"0"
"Claim Acceptant";"Claimed Invoices";"1";"7";"152";"0"
"Claim Acceptant";"Claims";"1";"7";"139";"0"
"Claim Acceptant";"Claims Documents Upload";"1";"7";"201";"0"
"Claim Acceptant";"CMileageLogbook";"0";"7";"116";"1"
"Claim Acceptant";"Collections";"1";"7";"170";"0"
"Claim Acceptant";"Comments";"0";"7";"40";"1"
"Claim Acceptant";"Competition";"0";"7";"93";"1"
"Claim Acceptant";"Contacts";"0";"7";"4";"1"
"Claim Acceptant";"Contacts";"0";"7";"177";"1"
"Claim Acceptant";"Counties";"1";"7";"173";"0"
"Claim Acceptant";"Courts";"0";"7";"145";"1"
"Claim Acceptant";"Dashboards";"1";"7";"1";"0"
"Claim Acceptant";"DataSetRegister";"0";"7";"121";"1"
"Claim Acceptant";"Document Package Sources";"0";"7";"162";"1"
"Claim Acceptant";"Document Packages";"0";"7";"158";"1"
"Claim Acceptant";"Document Templates";"0";"7";"157";"1"
"Claim Acceptant";"Document Types";"1";"7";"161";"0"
"Claim Acceptant";"Documents";"1";"7";"8";"0"
"Claim Acceptant";"DotsPBIReports";"1";"7";"184";"0"
"Claim Acceptant";"Dropbox Destinations";"1";"7";"185";"0"
"Claim Acceptant";"EmailTemplates";"0";"7";"112";"1"
"Claim Acceptant";"Faq";"0";"7";"15";"1"
"Claim Acceptant";"FBookkeeping";"0";"7";"94";"1"
"Claim Acceptant";"FCorectingInvoice";"0";"7";"107";"1"
"Claim Acceptant";"FInvoice";"0";"7";"95";"1"
"Claim Acceptant";"FInvoiceCost";"0";"7";"115";"1"
"Claim Acceptant";"FInvoiceProforma";"0";"7";"99";"1"
"Claim Acceptant";"Help Info";"1";"7";"194";"0"
"Claim Acceptant";"HelpDesk";"0";"7";"13";"1"
"Claim Acceptant";"HO Claimed Invoices";"1";"7";"187";"0"
"Claim Acceptant";"HolidaysEntitlement";"0";"7";"78";"1"
"Claim Acceptant";"Ideas";"0";"7";"75";"1"
"Claim Acceptant";"IGDN";"0";"7";"100";"1"
"Claim Acceptant";"IGDNC";"0";"7";"109";"1"
"Claim Acceptant";"IGIN";"0";"7";"102";"1"
"Claim Acceptant";"IGRN";"0";"7";"98";"1"
"Claim Acceptant";"IGRNC";"0";"7";"108";"1"
"Claim Acceptant";"IIDN";"0";"7";"101";"1"
"Claim Acceptant";"IncidentRegister";"0";"7";"124";"1"
"Claim Acceptant";"Insurance Companies";"1";"7";"168";"0"
"Claim Acceptant";"Insurance Company Aliases";"1";"7";"180";"0"
"Claim Acceptant";"Insureds";"1";"7";"167";"0"
"Claim Acceptant";"Investors";"0";"7";"146";"1"
"Claim Acceptant";"IPreOrder";"0";"7";"103";"1"
"Claim Acceptant";"ISTDN";"0";"7";"104";"1"
"Claim Acceptant";"ISTN";"0";"7";"105";"1"
"Claim Acceptant";"IStorages";"0";"7";"97";"1"
"Claim Acceptant";"ISTRN";"0";"7";"106";"1"
"Claim Acceptant";"Judges";"0";"7";"174";"1"
"Claim Acceptant";"KnowledgeBase";"0";"7";"96";"1"
"Claim Acceptant";"Law Firm Aliases";"1";"7";"189";"0"
"Claim Acceptant";"Law Firms";"1";"7";"188";"0"
"Claim Acceptant";"Leads";"0";"7";"7";"1"
"Claim Acceptant";"Leads";"0";"7";"178";"1"
"Claim Acceptant";"LettersIn";"0";"7";"81";"1"
"Claim Acceptant";"LettersOut";"0";"7";"82";"1"
"Claim Acceptant";"Litigation Contacts";"1";"7";"191";"0"
"Claim Acceptant";"Litigation Costs";"1";"7";"186";"0"
"Claim Acceptant";"LocationRegister";"0";"7";"123";"1"
"Claim Acceptant";"Locations";"0";"7";"130";"1"
"Claim Acceptant";"MailIntegration";"0";"7";"129";"1"
"Claim Acceptant";"Mortgage Companies";"1";"7";"190";"0"
"Claim Acceptant";"MultiCompany";"0";"7";"119";"1"
"Claim Acceptant";"Notification";"1";"7";"111";"0"
"Claim Acceptant";"Occurrences";"0";"7";"131";"1"
"Claim Acceptant";"OpenStreetMap";"0";"7";"110";"1"
"Claim Acceptant";"OSSEmployees";"0";"7";"61";"1"
"Claim Acceptant";"OSSMail";"1";"7";"48";"0"
"Claim Acceptant";"OSSMailView";"1";"7";"54";"0"
"Claim Acceptant";"OSSOutsourcedServices";"0";"7";"57";"1"
"Claim Acceptant";"OSSPasswords";"0";"7";"60";"1"
"Claim Acceptant";"OSSSoldServices";"0";"7";"58";"1"
"Claim Acceptant";"OSSTimeControl";"0";"7";"51";"1"
"Claim Acceptant";"Outside Cases";"1";"7";"182";"0"
"Claim Acceptant";"OutsourcedProducts";"0";"7";"59";"1"
"Claim Acceptant";"Package Email Variants";"0";"7";"163";"1"
"Claim Acceptant";"Partial Settlements";"1";"7";"192";"0"
"Claim Acceptant";"Partners";"0";"7";"92";"1"
"Claim Acceptant";"Partners Portal Activity";"1";"7";"197";"0"
"Claim Acceptant";"Password";"0";"7";"50";"1"
"Claim Acceptant";"Payments";"0";"7";"147";"1"
"Claim Acceptant";"PaymentsIn";"0";"7";"79";"1"
"Claim Acceptant";"PaymentsOut";"0";"7";"80";"1"
"Claim Acceptant";"PermissionInspector";"0";"7";"120";"1"
"Claim Acceptant";"Placeholders";"0";"7";"165";"1"
"Claim Acceptant";"Portfolio Purchases";"1";"7";"154";"0"
"Claim Acceptant";"Portfolios";"1";"7";"138";"0"
"Claim Acceptant";"PriceBooks";"0";"7";"19";"1"
"Claim Acceptant";"ProductCategory";"0";"7";"132";"1"
"Claim Acceptant";"Products";"0";"7";"14";"1"
"Claim Acceptant";"Program Algorithms";"1";"7";"193";"0"
"Claim Acceptant";"Programs";"1";"7";"144";"0"
"Claim Acceptant";"Project";"0";"7";"43";"1"
"Claim Acceptant";"ProjectMilestone";"0";"7";"41";"1"
"Claim Acceptant";"ProjectTask";"0";"7";"42";"1"
"Claim Acceptant";"Provider Contacts";"1";"7";"136";"0"
"Claim Acceptant";"Provider Eligibility";"1";"7";"141";"0"
"Claim Acceptant";"Provider Eligibility Conf";"0";"7";"140";"1"
"Claim Acceptant";"Provider Licenses";"1";"7";"150";"0"
"Claim Acceptant";"Provider References";"1";"7";"137";"0"
"Claim Acceptant";"Providers";"1";"7";"135";"0"
"Claim Acceptant";"Providers Litigation Assi";"0";"7";"196";"1"
"Claim Acceptant";"Queue";"0";"7";"134";"1"
"Claim Acceptant";"RecycleBin";"0";"7";"126";"1"
"Claim Acceptant";"Reservations";"0";"7";"84";"1"
"Claim Acceptant";"Rss";"0";"7";"24";"1"
"Claim Acceptant";"SCalculations";"0";"7";"88";"1"
"Claim Acceptant";"Service Contracts";"0";"7";"34";"1"
"Claim Acceptant";"Services";"0";"7";"35";"1"
"Claim Acceptant";"Similar Cases";"0";"7";"176";"1"
"Claim Acceptant";"Similar Claims";"1";"7";"169";"0"
"Claim Acceptant";"Similar Texas Cases";"1";"7";"199";"0"
"Claim Acceptant";"SMSNotifier";"0";"7";"45";"1"
"Claim Acceptant";"SQuoteEnquiries";"0";"7";"85";"1"
"Claim Acceptant";"SQuotes";"0";"7";"89";"1"
"Claim Acceptant";"SRecurringOrders";"0";"7";"91";"1"
"Claim Acceptant";"SRequirementsCards";"0";"7";"87";"1"
"Claim Acceptant";"SSalesProcesses";"0";"7";"86";"1"
"Claim Acceptant";"SSingleOrders";"0";"7";"90";"1"
"Claim Acceptant";"SVendorEnquiries";"0";"7";"117";"1"
"Claim Acceptant";"System Parameters";"0";"7";"171";"1"
"Claim Acceptant";"Tasks";"0";"7";"179";"1"
"Claim Acceptant";"test adv";"0";"7";"151";"1"
"Claim Acceptant";"Texas Cases";"0";"7";"200";"1"
"Claim Acceptant";"User Groups";"1";"7";"181";"0"
"Claim Acceptant";"Users";"0";"7";"29";"1"
"Claim Acceptant";"Vendors";"0";"7";"18";"1"
"Claim Underwriter";"Accounts";"0";"5";"6";"1"
"Claim Underwriter";"ActivityRegister";"0";"5";"122";"1"
"Claim Underwriter";"Adjusters";"0";"5";"175";"1"
"Claim Underwriter";"Announcements";"0";"5";"83";"1"
"Claim Underwriter";"Api Address";"0";"5";"73";"1"
"Claim Underwriter";"Approvals";"0";"5";"127";"1"
"Claim Underwriter";"ApprovalsRegister";"0";"5";"128";"1"
"Claim Underwriter";"Assets";"0";"5";"37";"1"
"Claim Underwriter";"Attorneys";"0";"5";"149";"1"
"Claim Underwriter";"AuditRegister";"0";"5";"125";"1"
"Claim Underwriter";"BankAccounts";"0";"5";"133";"1"
"Claim Underwriter";"Batch Errors";"1";"5";"155";"0"
"Claim Underwriter";"Batch Tasks";"1";"5";"166";"0"
"Claim Underwriter";"Calendar";"1";"5";"9";"0"
"Claim Underwriter";"CallHistory";"0";"5";"74";"1"
"Claim Underwriter";"Campaigns";"0";"5";"26";"1"
"Claim Underwriter";"Case Handlers";"0";"5";"164";"1"
"Claim Underwriter";"Cases";"1";"5";"159";"0"
"Claim Underwriter";"CFixedAssets";"0";"5";"113";"1"
"Claim Underwriter";"Chat";"1";"5";"118";"0"
"Claim Underwriter";"CInternalTickets";"0";"5";"114";"1"
"Claim Underwriter";"Claim Collections";"1";"5";"172";"0"
"Claim Underwriter";"Claimed Invoices";"1";"5";"152";"0"
"Claim Underwriter";"Claims";"1";"5";"139";"0"
"Claim Underwriter";"Claims Documents Upload";"1";"5";"201";"0"
"Claim Underwriter";"CMileageLogbook";"0";"5";"116";"1"
"Claim Underwriter";"Collections";"1";"5";"170";"0"
"Claim Underwriter";"Comments";"1";"5";"40";"0"
"Claim Underwriter";"Competition";"0";"5";"93";"1"
"Claim Underwriter";"Contacts";"0";"5";"4";"1"
"Claim Underwriter";"Contacts";"0";"5";"177";"1"
"Claim Underwriter";"Counties";"1";"5";"173";"0"
"Claim Underwriter";"Courts";"0";"5";"145";"1"
"Claim Underwriter";"Dashboards";"1";"5";"1";"0"
"Claim Underwriter";"DataSetRegister";"0";"5";"121";"1"
"Claim Underwriter";"Document Package Sources";"0";"5";"162";"1"
"Claim Underwriter";"Document Packages";"0";"5";"158";"1"
"Claim Underwriter";"Document Templates";"0";"5";"157";"1"
"Claim Underwriter";"Document Types";"1";"5";"161";"0"
"Claim Underwriter";"Documents";"1";"5";"8";"0"
"Claim Underwriter";"DotsPBIReports";"1";"5";"184";"0"
"Claim Underwriter";"Dropbox Destinations";"1";"5";"185";"0"
"Claim Underwriter";"EmailTemplates";"0";"5";"112";"1"
"Claim Underwriter";"Faq";"0";"5";"15";"1"
"Claim Underwriter";"FBookkeeping";"0";"5";"94";"1"
"Claim Underwriter";"FCorectingInvoice";"0";"5";"107";"1"
"Claim Underwriter";"FInvoice";"0";"5";"95";"1"
"Claim Underwriter";"FInvoiceCost";"0";"5";"115";"1"
"Claim Underwriter";"FInvoiceProforma";"0";"5";"99";"1"
"Claim Underwriter";"Help Info";"1";"5";"194";"0"
"Claim Underwriter";"HelpDesk";"0";"5";"13";"1"
"Claim Underwriter";"HO Claimed Invoices";"1";"5";"187";"0"
"Claim Underwriter";"HolidaysEntitlement";"0";"5";"78";"1"
"Claim Underwriter";"Ideas";"0";"5";"75";"1"
"Claim Underwriter";"IGDN";"0";"5";"100";"1"
"Claim Underwriter";"IGDNC";"0";"5";"109";"1"
"Claim Underwriter";"IGIN";"0";"5";"102";"1"
"Claim Underwriter";"IGRN";"0";"5";"98";"1"
"Claim Underwriter";"IGRNC";"0";"5";"108";"1"
"Claim Underwriter";"IIDN";"0";"5";"101";"1"
"Claim Underwriter";"IncidentRegister";"0";"5";"124";"1"
"Claim Underwriter";"Insurance Companies";"1";"5";"168";"0"
"Claim Underwriter";"Insurance Company Aliases";"1";"5";"180";"0"
"Claim Underwriter";"Insureds";"1";"5";"167";"0"
"Claim Underwriter";"Investors";"0";"5";"146";"1"
"Claim Underwriter";"IPreOrder";"0";"5";"103";"1"
"Claim Underwriter";"ISTDN";"0";"5";"104";"1"
"Claim Underwriter";"ISTN";"0";"5";"105";"1"
"Claim Underwriter";"IStorages";"0";"5";"97";"1"
"Claim Underwriter";"ISTRN";"0";"5";"106";"1"
"Claim Underwriter";"Judges";"0";"5";"174";"1"
"Claim Underwriter";"KnowledgeBase";"0";"5";"96";"1"
"Claim Underwriter";"Law Firm Aliases";"1";"5";"189";"0"
"Claim Underwriter";"Law Firms";"1";"5";"188";"0"
"Claim Underwriter";"Leads";"0";"5";"7";"1"
"Claim Underwriter";"Leads";"0";"5";"178";"1"
"Claim Underwriter";"LettersIn";"0";"5";"81";"1"
"Claim Underwriter";"LettersOut";"0";"5";"82";"1"
"Claim Underwriter";"Litigation Contacts";"0";"5";"191";"1"
"Claim Underwriter";"Litigation Costs";"1";"5";"186";"0"
"Claim Underwriter";"LocationRegister";"0";"5";"123";"1"
"Claim Underwriter";"Locations";"0";"5";"130";"1"
"Claim Underwriter";"MailIntegration";"0";"5";"129";"1"
"Claim Underwriter";"Mortgage Companies";"1";"5";"190";"0"
"Claim Underwriter";"MultiCompany";"0";"5";"119";"1"
"Claim Underwriter";"Notification";"1";"5";"111";"0"
"Claim Underwriter";"Occurrences";"0";"5";"131";"1"
"Claim Underwriter";"OpenStreetMap";"0";"5";"110";"1"
"Claim Underwriter";"OSSEmployees";"0";"5";"61";"1"
"Claim Underwriter";"OSSMail";"1";"5";"48";"0"
"Claim Underwriter";"OSSMailView";"1";"5";"54";"0"
"Claim Underwriter";"OSSOutsourcedServices";"0";"5";"57";"1"
"Claim Underwriter";"OSSPasswords";"0";"5";"60";"1"
"Claim Underwriter";"OSSSoldServices";"0";"5";"58";"1"
"Claim Underwriter";"OSSTimeControl";"0";"5";"51";"1"
"Claim Underwriter";"Outside Cases";"1";"5";"182";"0"
"Claim Underwriter";"OutsourcedProducts";"0";"5";"59";"1"
"Claim Underwriter";"Package Email Variants";"0";"5";"163";"1"
"Claim Underwriter";"Partial Settlements";"0";"5";"192";"1"
"Claim Underwriter";"Partners";"0";"5";"92";"1"
"Claim Underwriter";"Partners Portal Activity";"1";"5";"197";"0"
"Claim Underwriter";"Password";"0";"5";"50";"1"
"Claim Underwriter";"Payments";"0";"5";"147";"1"
"Claim Underwriter";"PaymentsIn";"0";"5";"79";"1"
"Claim Underwriter";"PaymentsOut";"0";"5";"80";"1"
"Claim Underwriter";"PermissionInspector";"0";"5";"120";"1"
"Claim Underwriter";"Placeholders";"0";"5";"165";"1"
"Claim Underwriter";"Portfolio Purchases";"0";"5";"154";"1"
"Claim Underwriter";"Portfolios";"1";"5";"138";"0"
"Claim Underwriter";"PriceBooks";"0";"5";"19";"1"
"Claim Underwriter";"ProductCategory";"0";"5";"132";"1"
"Claim Underwriter";"Products";"0";"5";"14";"1"
"Claim Underwriter";"Program Algorithms";"1";"5";"193";"0"
"Claim Underwriter";"Programs";"1";"5";"144";"0"
"Claim Underwriter";"Project";"0";"5";"43";"1"
"Claim Underwriter";"ProjectMilestone";"0";"5";"41";"1"
"Claim Underwriter";"ProjectTask";"0";"5";"42";"1"
"Claim Underwriter";"Provider Contacts";"1";"5";"136";"0"
"Claim Underwriter";"Provider Eligibility";"1";"5";"141";"0"
"Claim Underwriter";"Provider Eligibility Conf";"0";"5";"140";"1"
"Claim Underwriter";"Provider Licenses";"1";"5";"150";"0"
"Claim Underwriter";"Provider References";"1";"5";"137";"0"
"Claim Underwriter";"Providers";"1";"5";"135";"0"
"Claim Underwriter";"Providers Litigation Assi";"0";"5";"196";"1"
"Claim Underwriter";"Queue";"0";"5";"134";"1"
"Claim Underwriter";"RecycleBin";"0";"5";"126";"1"
"Claim Underwriter";"Reservations";"0";"5";"84";"1"
"Claim Underwriter";"Rss";"0";"5";"24";"1"
"Claim Underwriter";"SCalculations";"0";"5";"88";"1"
"Claim Underwriter";"Service Contracts";"0";"5";"34";"1"
"Claim Underwriter";"Services";"0";"5";"35";"1"
"Claim Underwriter";"Similar Cases";"0";"5";"176";"1"
"Claim Underwriter";"Similar Claims";"1";"5";"169";"0"
"Claim Underwriter";"Similar Texas Cases";"1";"5";"199";"0"
"Claim Underwriter";"SMSNotifier";"0";"5";"45";"1"
"Claim Underwriter";"SQuoteEnquiries";"0";"5";"85";"1"
"Claim Underwriter";"SQuotes";"0";"5";"89";"1"
"Claim Underwriter";"SRecurringOrders";"0";"5";"91";"1"
"Claim Underwriter";"SRequirementsCards";"0";"5";"87";"1"
"Claim Underwriter";"SSalesProcesses";"0";"5";"86";"1"
"Claim Underwriter";"SSingleOrders";"0";"5";"90";"1"
"Claim Underwriter";"SVendorEnquiries";"0";"5";"117";"1"
"Claim Underwriter";"System Parameters";"0";"5";"171";"1"
"Claim Underwriter";"Tasks";"1";"5";"179";"0"
"Claim Underwriter";"test adv";"0";"5";"151";"1"
"Claim Underwriter";"Texas Cases";"0";"5";"200";"1"
"Claim Underwriter";"User Groups";"0";"5";"181";"1"
"Claim Underwriter";"Users";"1";"5";"29";"0"
"Claim Underwriter";"Vendors";"0";"5";"18";"1"
"Google Calendar";"Adjusters";"0";"17";"175";"1"
"Google Calendar";"Api Address";"1";"17";"73";"0"
"Google Calendar";"Attorneys";"0";"17";"149";"1"
"Google Calendar";"Batch Errors";"0";"17";"155";"1"
"Google Calendar";"Batch Tasks";"0";"17";"166";"1"
"Google Calendar";"Calendar";"1";"17";"9";"0"
"Google Calendar";"Case Handlers";"0";"17";"164";"1"
"Google Calendar";"Cases";"0";"17";"159";"1"
"Google Calendar";"Claim Collections";"0";"17";"172";"1"
"Google Calendar";"Claimed Invoices";"0";"17";"152";"1"
"Google Calendar";"Claims";"0";"17";"139";"1"
"Google Calendar";"Claims Documents Upload";"1";"17";"201";"0"
"Google Calendar";"Collections";"0";"17";"170";"1"
"Google Calendar";"Comments";"1";"17";"40";"0"
"Google Calendar";"Contacts";"0";"17";"177";"1"
"Google Calendar";"Counties";"0";"17";"173";"1"
"Google Calendar";"Courts";"0";"17";"145";"1"
"Google Calendar";"Dashboards";"0";"17";"1";"1"
"Google Calendar";"Document Package Sources";"0";"17";"162";"1"
"Google Calendar";"Document Packages";"0";"17";"158";"1"
"Google Calendar";"Document Templates";"0";"17";"157";"1"
"Google Calendar";"Document Types";"0";"17";"161";"1"
"Google Calendar";"Documents";"0";"17";"8";"1"
"Google Calendar";"DotsPBIReports";"0";"17";"184";"1"
"Google Calendar";"Dropbox Destinations";"0";"17";"185";"1"
"Google Calendar";"EmailTemplates";"0";"17";"112";"1"
"Google Calendar";"Help Info";"1";"17";"194";"0"
