"module_name";"columnname";"fieldlabel";"blocklabel";"fieldtype";"tabid";"fieldid";"columnname";"tablename";"generatedtype";"uitype";"fieldname";"fieldlabel";"readonly";"presence";"defaultvalue";"maximumlength";"sequence";"block";"displaytype";"typeofdata";"quickcreate";"quickcreatesequence";"info_type";"masseditable";"helpinfo";"summaryfield";"fieldparams";"header_field";"maxlengthtext";"maxwidthcolumn";"visible";"tabindex";"color"
"Competition";"addresslevel8a";"AddressLevel8";"LBL_ADDRESS_INFORMATION";"(1)";"93";"1983";"addresslevel8a";"u_yf_competition_address";"1";"1";"addresslevel8a";"AddressLevel8";"0";"2";"";"255";"1";"305";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"buildingnumbera";"Building number";"LBL_ADDRESS_INFORMATION";"(1)";"93";"1984";"buildingnumbera";"u_yf_competition_address";"1";"1";"buildingnumbera";"Building number";"0";"2";"";"255";"4";"305";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"competition_no";"LBL_NUMBER";"LBL_CUSTOM_INFORMATION";"recordNumber(4)";"93";"1972";"competition_no";"u_yf_competition";"1";"4";"competition_no";"LBL_NUMBER";"0";"2";"";"255";"2";"304";"2";"V~O";"1";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"createdtime";"Created Time";"LBL_CUSTOM_INFORMATION";"(70)";"93";"1973";"createdtime";"vtiger_crmentity";"1";"70";"createdtime";"Created Time";"0";"2";"";"null";"1";"304";"2";"DT~O";"1";"null";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Competition";"crmactivity";"LBL_CRMACTIVITY";"LBL_CUSTOM_INFORMATION";"(1)";"93";"2031";"crmactivity";"vtiger_entity_stats";"1";"1";"crmactivity";"LBL_CRMACTIVITY";"0";"2";"";"-2147483648,2147483647";"6";"304";"2";"I~O";"1";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"description";"Description";"LBL_DESCRIPTION_INFORMATION";"text(300)";"93";"1987";"description";"vtiger_crmentity";"1";"300";"description";"Description";"0";"2";"";"65535";"1";"306";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"email";"Email";"LBL_COMPETITION_INFORMATION";"email(13)";"93";"2013";"email";"u_yf_competition";"1";"13";"email";"Email";"0";"2";"";"100";"5";"303";"1";"E~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"localnumbera";"Local number";"LBL_ADDRESS_INFORMATION";"(1)";"93";"1985";"localnumbera";"u_yf_competition_address";"1";"1";"localnumbera";"Local number";"0";"2";"";"50";"2";"305";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"modifiedtime";"Modified Time";"LBL_CUSTOM_INFORMATION";"(70)";"93";"1974";"modifiedtime";"vtiger_crmentity";"1";"70";"modifiedtime";"Modified Time";"0";"2";"";"null";"3";"304";"2";"DT~O";"1";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"parent_id";"LBL_PARENT_ID";"LBL_COMPETITION_INFORMATION";"reference(10)";"93";"2769";"parent_id";"u_yf_competition";"1";"10";"parent_id";"LBL_PARENT_ID";"0";"2";"";"4294967295";"8";"303";"1";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"poboxa";"Po Box";"LBL_ADDRESS_INFORMATION";"(1)";"93";"1986";"poboxa";"u_yf_competition_address";"1";"1";"poboxa";"Po Box";"0";"2";"";"50";"11";"305";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"private";"FL_IS_PRIVATE";"LBL_COMPETITION_INFORMATION";"boolean(56)";"93";"2462";"private";"vtiger_crmentity";"1";"56";"private";"FL_IS_PRIVATE";"0";"2";"";"-128,127";"7";"303";"1";"C~O";"1";"0";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"shownerid";"Share with users";"LBL_COMPETITION_INFORMATION";"sharedOwner(120)";"93";"1971";"shownerid";"vtiger_crmentity";"1";"120";"shownerid";"Share with users";"0";"2";"";"65535";"4";"303";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"smcreatorid";"Created By";"LBL_COMPETITION_INFORMATION";"userCreator(52)";"93";"2859";"smcreatorid";"vtiger_crmentity";"1";"52";"created_user_id";"Created By";"0";"2";"";"65535";"9";"303";"2";"V~O";"3";"0";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"smownerid";"Assigned To";"LBL_COMPETITION_INFORMATION";"owner(53)";"93";"1970";"smownerid";"vtiger_crmentity";"1";"53";"assigned_user_id";"Assigned To";"0";"2";"";"65535";"3";"303";"1";"V~M";"1";"2";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Competition";"subject";"LBL_SUBJECT";"LBL_COMPETITION_INFORMATION";"(2)";"93";"1968";"subject";"u_yf_competition";"1";"2";"subject";"LBL_SUBJECT";"0";"2";"";"255";"1";"303";"1";"V~M";"1";"1";"BAS";"0";"";"1";"";"null";"0";"0";"0";"0";""
"Competition";"sum_time";"FL_TOTAL_TIME_H";"LBL_CUSTOM_INFORMATION";"(8)";"93";"2001";"sum_time";"u_yf_competition";"1";"8";"sum_time";"FL_TOTAL_TIME_H";"0";"2";"";"99999999";"5";"304";"10";"NN~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Competition";"vat_id";"LBL_VAT_ID";"LBL_COMPETITION_INFORMATION";"(1)";"93";"1969";"vat_id";"u_yf_competition";"1";"1";"vat_id";"LBL_VAT_ID";"0";"2";"";"50";"2";"303";"1";"V~O";"1";"null";"BAS";"0";"";"1";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel1a";"AddressLevel1";"LBL_ADDRESS_INFORMATION";"(35)";"4";"1073";"addresslevel1a";"vtiger_contactaddress";"1";"35";"addresslevel1a";"AddressLevel1";"0";"2";"";"255";"9";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel1b";"AddressLevel1";"LBL_ADDRESS_MAILING_INFORMATION";"(35)";"4";"1074";"addresslevel1b";"vtiger_contactaddress";"1";"35";"addresslevel1b";"AddressLevel1";"0";"2";"";"255";"9";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel2a";"AddressLevel2";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1075";"addresslevel2a";"vtiger_contactaddress";"1";"1";"addresslevel2a";"AddressLevel2";"0";"2";"";"255";"7";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel2b";"AddressLevel2";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1076";"addresslevel2b";"vtiger_contactaddress";"1";"1";"addresslevel2b";"AddressLevel2";"0";"2";"";"255";"7";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel3a";"AddressLevel3";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1077";"addresslevel3a";"vtiger_contactaddress";"1";"1";"addresslevel3a";"AddressLevel3";"0";"2";"";"255";"10";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel3b";"AddressLevel3";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1078";"addresslevel3b";"vtiger_contactaddress";"1";"1";"addresslevel3b";"AddressLevel3";"0";"2";"";"255";"10";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel4a";"AddressLevel4";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1079";"addresslevel4a";"vtiger_contactaddress";"1";"1";"addresslevel4a";"AddressLevel4";"0";"2";"";"255";"8";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel4b";"AddressLevel4";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1080";"addresslevel4b";"vtiger_contactaddress";"1";"1";"addresslevel4b";"AddressLevel4";"0";"2";"";"255";"8";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel5a";"AddressLevel5";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1081";"addresslevel5a";"vtiger_contactaddress";"1";"1";"addresslevel5a";"AddressLevel5";"0";"2";"";"255";"3";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel5b";"AddressLevel5";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1082";"addresslevel5b";"vtiger_contactaddress";"1";"1";"addresslevel5b";"AddressLevel5";"0";"2";"";"255";"3";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel6a";"AddressLevel6";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1083";"addresslevel6a";"vtiger_contactaddress";"1";"1";"addresslevel6a";"AddressLevel6";"0";"2";"";"255";"6";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel6b";"AddressLevel6";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1084";"addresslevel6b";"vtiger_contactaddress";"1";"1";"addresslevel6b";"AddressLevel6";"0";"2";"";"255";"6";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel7a";"AddressLevel7";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1085";"addresslevel7a";"vtiger_contactaddress";"1";"1";"addresslevel7a";"AddressLevel7";"0";"2";"";"255";"5";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel7b";"AddressLevel7";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1086";"addresslevel7b";"vtiger_contactaddress";"1";"1";"addresslevel7b";"AddressLevel7";"0";"2";"";"255";"5";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel8a";"AddressLevel8";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1087";"addresslevel8a";"vtiger_contactaddress";"1";"1";"addresslevel8a";"AddressLevel8";"0";"2";"";"255";"1";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"addresslevel8b";"AddressLevel8";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1088";"addresslevel8b";"vtiger_contactaddress";"1";"1";"addresslevel8b";"AddressLevel8";"0";"2";"";"255";"1";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"approvals";"FL_APPROVALS";"LBL_CUSTOM_INFORMATION";"(321)";"4";"2901";"approvals";"vtiger_contactdetails";"1";"321";"approvals";"FL_APPROVALS";"0";"2";"";"65535";"12";"5";"2";"V~O";"1";"0";"BAS";"1";"";"0";"{"module":"Approvals"}";"null";"0";"0";"0";"0";""
"Contacts";"attention";"Attention";"LBL_DESCRIPTION_INFORMATION";"text(300)";"4";"1332";"attention";"vtiger_crmentity";"1";"300";"attention";"Attention";"0";"2";"";"65535";"2";"8";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"birthday";"Birthdate";"LBL_CUSTOM_INFORMATION";"(5)";"4";"79";"birthday";"vtiger_contactsubdetails";"1";"5";"birthday";"Birthdate";"0";"2";"";"null";"1";"5";"1";"D~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"buildingnumbera";"Building number";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1293";"buildingnumbera";"vtiger_contactaddress";"1";"1";"buildingnumbera";"Building number";"0";"2";"";"255";"4";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"buildingnumberb";"Building number";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1295";"buildingnumberb";"vtiger_contactaddress";"1";"1";"buildingnumberb";"Building number";"0";"2";"";"255";"4";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"contactstatus";"Status";"LBL_CONTACT_INFORMATION";"picklist(15)";"4";"1503";"contactstatus";"vtiger_contactdetails";"1";"15";"contactstatus";"Status";"0";"2";"";"255";"7";"4";"1";"V~O";"1";"null";"BAS";"1";"";"1";"";"";"0";"0";"0";"0";""
"Contacts";"contact_no";"Contact Id";"LBL_CONTACT_INFORMATION";"recordNumber(4)";"4";"68";"contact_no";"vtiger_contactdetails";"1";"4";"contact_no";"Contact Id";"0";"0";"";"100";"2";"4";"2";"V~O";"3";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"createdtime";"Created Time";"LBL_CUSTOM_INFORMATION";"(70)";"4";"90";"createdtime";"vtiger_crmentity";"1";"70";"createdtime";"Created Time";"0";"0";"";"null";"7";"5";"2";"DT~O";"3";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"crmactivity";"LBL_CRMACTIVITY";"LBL_CUSTOM_INFORMATION";"(1)";"4";"2014";"crmactivity";"vtiger_entity_stats";"1";"1";"crmactivity";"LBL_CRMACTIVITY";"0";"2";"";"-2147483648,2147483647";"11";"5";"2";"I~O";"1";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"decision_maker";"Decision maker";"LBL_CUSTOM_INFORMATION";"boolean(56)";"4";"1746";"decision_maker";"vtiger_contactdetails";"1";"56";"decision_maker";"Decision maker";"0";"2";"";"-128,127";"9";"5";"1";"C~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"description";"Description";"LBL_DESCRIPTION_INFORMATION";"text(300)";"4";"109";"description";"vtiger_crmentity";"1";"300";"description";"Description";"0";"2";"";"65535";"1";"8";"1";"V~O";"1";"null";"BAS";"1";"";"1";"";"";"0";"0";"0";"0";""
"Contacts";"donotcall";"Approval for phone calls";"LBL_CONTACT_INFO";"boolean(56)";"4";"85";"donotcall";"vtiger_contactdetails";"1";"56";"donotcall";"Approval for phone calls";"0";"2";"";"-32768,32767";"5";"197";"1";"C~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"email";"Email";"LBL_CONTACT_INFO";"email(13)";"4";"80";"email";"vtiger_contactdetails";"1";"13";"email";"Email";"0";"2";"";"100";"2";"197";"1";"E~O";"2";"3";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Contacts";"emailoptout";"Approval for email";"LBL_CONTACT_INFO";"boolean(56)";"4";"86";"emailoptout";"vtiger_contactdetails";"1";"56";"emailoptout";"Approval for email";"0";"2";"";"-32768,32767";"6";"197";"1";"C~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"firstname";"First Name";"LBL_CONTACT_INFORMATION";"(1)";"4";"67";"firstname";"vtiger_contactdetails";"1";"1";"firstname";"First Name";"0";"0";"";"40";"1";"4";"1";"V~O";"2";"1";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Contacts";"gender";"FL_GENDER";"LBL_CONTACT_INFORMATION";"picklist(16)";"4";"3038";"gender";"vtiger_contactdetails";"1";"16";"gender";"FL_GENDER";"0";"2";"";"255";"31";"4";"1";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"imagename";"Contact Image";"LBL_IMAGE_INFORMATION";"(69)";"4";"108";"imagename";"vtiger_contactdetails";"1";"69";"imagename";"Contact Image";"0";"2";"";"65535";"1";"73";"1";"V~O";"3";"null";"ADV";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"isconvertedfromlead";"Is Converted From Lead";"LBL_CUSTOM_INFORMATION";"boolean(56)";"4";"701";"isconvertedfromlead";"vtiger_contactdetails";"1";"56";"isconvertedfromlead";"Is Converted From Lead";"0";"2";"no";"-32768,32767";"5";"5";"2";"C~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"jobtitle";"Job title";"LBL_CONTACT_INFORMATION";"(1)";"4";"1744";"jobtitle";"vtiger_contactdetails";"1";"1";"jobtitle";"Job title";"0";"2";"";"100";"9";"4";"1";"V~O";"1";"null";"BAS";"1";"";"1";"";"";"0";"0";"0";"0";""
"Contacts";"lastname";"Last Name";"LBL_CONTACT_INFORMATION";"(255)";"4";"70";"lastname";"vtiger_contactdetails";"1";"255";"lastname";"Last Name";"0";"0";"";"80";"3";"4";"1";"V~M";"0";"2";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Contacts";"leadsource";"Lead Source";"LBL_CONTACT_INFORMATION";"picklist(15)";"4";"74";"leadsource";"vtiger_contactsubdetails";"1";"15";"leadsource";"Lead Source";"0";"2";"";"200";"5";"4";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"localnumbera";"Local number";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1294";"localnumbera";"vtiger_contactaddress";"1";"1";"localnumbera";"Local number";"0";"2";"";"50";"2";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"localnumberb";"Local number";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1296";"localnumberb";"vtiger_contactaddress";"1";"1";"localnumberb";"Local number";"0";"2";"";"50";"2";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"mobile";"Mobile";"LBL_CONTACT_INFO";"phone(11)";"4";"71";"mobile";"vtiger_contactdetails";"1";"11";"mobile";"Mobile";"0";"2";"";"50";"3";"197";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"mobile_extra";"FL_PHONE_CUSTOM_INFORMATION";"LBL_CONTACT_INFO";"(1)";"4";"2616";"mobile_extra";"vtiger_contactdetails";"1";"1";"mobile_extra";"FL_PHONE_CUSTOM_INFORMATION";"0";"2";"";"100";"8";"197";"3";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"modifiedby";"Last Modified By";"LBL_CONTACT_INFORMATION";"userCreator(52)";"4";"92";"modifiedby";"vtiger_crmentity";"1";"52";"modifiedby";"Last Modified By";"0";"0";"";"65535";"28";"4";"2";"V~O";"3";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"modifiedtime";"Modified Time";"LBL_CUSTOM_INFORMATION";"(70)";"4";"91";"modifiedtime";"vtiger_crmentity";"1";"70";"modifiedtime";"Modified Time";"0";"0";"";"null";"6";"5";"2";"DT~O";"3";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"notifilanguage";"LBL_LANGUAGE_NOTIFICATIONS";"LBL_CUSTOMER_PORTAL_INFORMATION";"(32)";"4";"1391";"notifilanguage";"vtiger_contactdetails";"1";"32";"notifilanguage";"LBL_LANGUAGE_NOTIFICATIONS";"0";"2";"";"100";"4";"6";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"parentid";"Member Of";"LBL_CONTACT_INFORMATION";"reference(10)";"4";"72";"parentid";"vtiger_contactdetails";"1";"10";"parent_id";"Member Of";"0";"2";"";"-2147483648,2147483647";"4";"4";"1";"I~O";"2";"5";"BAS";"1";"";"1";"";"{"type":"value"}";"0";"0";"0";"0";""
"Contacts";"phone";"Office Phone";"LBL_CONTACT_INFO";"phone(11)";"4";"69";"phone";"vtiger_contactdetails";"1";"11";"phone";"Office Phone";"0";"2";"";"50";"1";"197";"1";"V~O";"2";"4";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Contacts";"phone_extra";"FL_PHONE_CUSTOM_INFORMATION";"LBL_CONTACT_INFO";"(1)";"4";"2615";"phone_extra";"vtiger_contactdetails";"1";"1";"phone_extra";"FL_PHONE_CUSTOM_INFORMATION";"0";"2";"";"100";"7";"197";"3";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"poboxa";"Po Box";"LBL_ADDRESS_INFORMATION";"(1)";"4";"1487";"poboxa";"vtiger_contactaddress";"1";"1";"poboxa";"Po Box";"0";"2";"";"50";"11";"7";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"poboxb";"Po Box";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"4";"1494";"poboxb";"vtiger_contactaddress";"1";"1";"poboxb";"Po Box";"0";"2";"";"50";"11";"178";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"portal";"Portal User";"LBL_CUSTOMER_PORTAL_INFORMATION";"boolean(56)";"4";"93";"portal";"vtiger_customerdetails";"1";"56";"portal";"Portal User";"0";"2";"";"-32768,32767";"1";"6";"1";"C~O";"1";"null";"ADV";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"private";"FL_IS_PRIVATE";"LBL_CONTACT_INFORMATION";"boolean(56)";"4";"2406";"private";"vtiger_crmentity";"1";"56";"private";"FL_IS_PRIVATE";"0";"2";"";"-128,127";"30";"4";"1";"C~O";"1";"0";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"reportsto";"Reports To";"LBL_CUSTOM_INFORMATION";"reference(57)";"4";"81";"reportsto";"vtiger_contactdetails";"1";"57";"contact_id";"Reports To";"0";"2";"";"-2147483648,2147483647";"2";"5";"1";"V~O";"1";"null";"ADV";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"salutation";"Salutation";"LBL_CONTACT_INFORMATION";"picklist(15)";"4";"66";"salutation";"vtiger_contactdetails";"1";"15";"salutationtype";"Salutation";"0";"2";"";"200";"1";"4";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"secondary_email";"Secondary Email";"LBL_CONTACT_INFO";"email(13)";"4";"1368";"secondary_email";"vtiger_contactdetails";"1";"13";"secondary_email";"Secondary Email";"0";"2";"";"100";"4";"197";"1";"E~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"shownerid";"Share with users";"LBL_CONTACT_INFORMATION";"sharedOwner(120)";"4";"1386";"shownerid";"vtiger_crmentity";"1";"120";"shownerid";"Share with users";"0";"2";"";"65535";"8";"4";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"{"type":"value"}";"0";"0";"0";"0";""
"Contacts";"smcreatorid";"Created By";"LBL_CUSTOM_INFORMATION";"userCreator(52)";"4";"725";"smcreatorid";"vtiger_crmentity";"1";"52";"created_user_id";"Created By";"0";"2";"";"65535";"4";"5";"2";"V~O";"3";"0";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"smownerid";"Assigned To";"LBL_CONTACT_INFORMATION";"owner(53)";"4";"87";"smownerid";"vtiger_crmentity";"1";"53";"assigned_user_id";"Assigned To";"0";"2";"";"65535";"6";"4";"1";"V~M";"2";"6";"BAS";"1";"";"1";"";"{"type":"value"}";"0";"0";"0";"0";""
"Contacts";"sum_time";"FL_TOTAL_TIME_H";"LBL_CUSTOM_INFORMATION";"(8)";"4";"1997";"sum_time";"vtiger_contactdetails";"1";"8";"sum_time";"FL_TOTAL_TIME_H";"0";"2";"";"99999999";"10";"5";"10";"NN~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"support_end_date";"Support End Date";"LBL_CUSTOMER_PORTAL_INFORMATION";"(5)";"4";"95";"support_end_date";"vtiger_customerdetails";"1";"5";"support_end_date";"Support End Date";"0";"2";"";"null";"3";"6";"1";"D~O~OTH~GE~support_start_date~Support Start Date";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"support_start_date";"Support Start Date";"LBL_CUSTOMER_PORTAL_INFORMATION";"(5)";"4";"94";"support_start_date";"vtiger_customerdetails";"1";"5";"support_start_date";"Support Start Date";"0";"2";"";"null";"2";"6";"1";"D~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"verification";"Verification data";"LBL_CUSTOM_INFORMATION";"multipicklist(33)";"4";"1278";"verification";"vtiger_contactdetails";"1";"33";"verification";"Verification data";"0";"2";"";"65535";"3";"5";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Contacts";"was_read";"Was read";"LBL_CONTACT_INFORMATION";"boolean(56)";"4";"1524";"was_read";"vtiger_crmentity";"1";"56";"was_read";"Was read";"0";"2";"";"-128,127";"10";"4";"2";"C~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"ContactsDOT";"city";"City";"Address";"(1)";"177";"4259";"city";"u_yf_contactsdot";"2";"1";"city";"City";"0";"2";"";"255";"0";"677";"1";"V~O~LE~255";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"ContactsDOT";"contacts_status";"Status";"Additional Information";"picklist(16)";"177";"4262";"contacts_status";"u_yf_contactsdot";"2";"16";"contacts_status";"Status";"0";"2";"";"255";"2";"678";"1";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"ContactsDOT";"contact_type";"Contact Type";"Additional Information";"picklist(16)";"177";"4261";"contact_type";"u_yf_contactsdot";"2";"16";"contact_type";"Contact Type";"0";"2";"";"255";"1";"678";"1";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"ContactsDOT";"createdtime";"Created Time";"LBL_CUSTOM_INFORMATION";"(70)";"177";"4248";"createdtime";"vtiger_crmentity";"1";"70";"createdtime";"Created Time";"0";"2";"";"null";"3";"676";"2";"DT~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"ContactsDOT";"email";"E-mail";"LBL_BASIC_INFORMATION";"email(13)";"177";"4254";"email";"u_yf_contactsdot";"2";"13";"email";"E-mail";"0";"2";"";"100";"0";"675";"1";"E~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"ContactsDOT";"lead";"Lead";"Additional Information";"reference(10)";"177";"4296";"lead";"u_yf_contactsdot";"2";"10";"lead";"Lead";"0";"2";"";"4294967295";"3";"678";"1";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"ContactsDOT";"modifiedby";"Last Modified By";"LBL_CUSTOM_INFORMATION";"userCreator(52)";"177";"4251";"modifiedby";"vtiger_crmentity";"1";"52";"modifiedby";"Last Modified By";"0";"2";"";"65535";"6";"676";"2";"V~O";"3";"0";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"ContactsDOT";"modifiedtime";"Modified Time";"LBL_CUSTOM_INFORMATION";"(70)";"177";"4249";"modifiedtime";"vtiger_crmentity";"1";"70";"modifiedtime";"Modified Time";"0";"2";"";"null";"5";"676";"2";"DT~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
