"profilename";"tablabel";"operation_name";"has_access";"profileid";"tabid";"operation";"permissions"
"Auditor";"Portfolio Purchases";"Delete";"0";"23";"154";"2";"1"
"Auditor";"Portfolio Purchases";"Create";"0";"23";"154";"7";"1"
"Auditor";"Portfolios";"View";"1";"23";"138";"0";"0"
"Auditor";"Portfolios";"Edit";"0";"23";"138";"1";"1"
"Auditor";"Portfolios";"Delete";"0";"23";"138";"2";"1"
"Auditor";"Portfolios";"Create";"0";"23";"138";"7";"1"
"Auditor";"Program Algorithms";"View";"1";"23";"193";"0";"0"
"Auditor";"Program Algorithms";"Edit";"1";"23";"193";"1";"0"
"Auditor";"Program Algorithms";"Delete";"0";"23";"193";"2";"1"
"Auditor";"Program Algorithms";"Create";"1";"23";"193";"7";"0"
"Auditor";"Programs";"View";"1";"23";"144";"0";"0"
"Auditor";"Programs";"Edit";"0";"23";"144";"1";"1"
"Auditor";"Programs";"Delete";"0";"23";"144";"2";"1"
"Auditor";"Programs";"Create";"0";"23";"144";"7";"1"
"Auditor";"Provider Contacts";"View";"1";"23";"136";"0";"0"
"Auditor";"Provider Contacts";"Edit";"0";"23";"136";"1";"1"
"Auditor";"Provider Contacts";"Delete";"0";"23";"136";"2";"1"
"Auditor";"Provider Contacts";"Create";"0";"23";"136";"7";"1"
"Auditor";"Provider Eligibility";"View";"1";"23";"141";"0";"0"
"Auditor";"Provider Eligibility";"Edit";"0";"23";"141";"1";"1"
"Auditor";"Provider Eligibility";"Delete";"0";"23";"141";"2";"1"
"Auditor";"Provider Eligibility";"Create";"0";"23";"141";"7";"1"
"Auditor";"Provider Eligibility Conf";"View";"1";"23";"140";"0";"0"
"Auditor";"Provider Eligibility Conf";"Edit";"0";"23";"140";"1";"1"
"Auditor";"Provider Eligibility Conf";"Delete";"0";"23";"140";"2";"1"
"Auditor";"Provider Eligibility Conf";"Create";"0";"23";"140";"7";"1"
"Auditor";"Provider Licenses";"View";"1";"23";"150";"0";"0"
"Auditor";"Provider Licenses";"Edit";"0";"23";"150";"1";"1"
"Auditor";"Provider Licenses";"Delete";"0";"23";"150";"2";"1"
"Auditor";"Provider Licenses";"Create";"0";"23";"150";"7";"1"
"Auditor";"Provider References";"View";"1";"23";"137";"0";"0"
"Auditor";"Provider References";"Edit";"0";"23";"137";"1";"1"
"Auditor";"Provider References";"Delete";"0";"23";"137";"2";"1"
"Auditor";"Provider References";"Create";"0";"23";"137";"7";"1"
"Auditor";"Providers";"View";"1";"23";"135";"0";"0"
"Auditor";"Providers";"Edit";"0";"23";"135";"1";"1"
"Auditor";"Providers";"Delete";"0";"23";"135";"2";"1"
"Auditor";"Providers";"Create";"0";"23";"135";"7";"1"
"Auditor";"Similar Cases";"View";"1";"23";"176";"0";"0"
"Auditor";"Similar Cases";"Edit";"0";"23";"176";"1";"1"
"Auditor";"Similar Cases";"Delete";"0";"23";"176";"2";"1"
"Auditor";"Similar Cases";"Create";"0";"23";"176";"7";"1"
"Auditor";"Similar Claims";"View";"1";"23";"169";"0";"0"
"Auditor";"Similar Claims";"Edit";"0";"23";"169";"1";"1"
"Auditor";"Similar Claims";"Delete";"0";"23";"169";"2";"1"
"Auditor";"Similar Claims";"Create";"0";"23";"169";"7";"1"
"Auditor";"Similar Texas Cases";"View";"1";"23";"199";"0";"0"
"Auditor";"Similar Texas Cases";"Edit";"1";"23";"199";"1";"0"
"Auditor";"Similar Texas Cases";"Delete";"0";"23";"199";"2";"1"
"Auditor";"Similar Texas Cases";"Create";"1";"23";"199";"7";"0"
"Auditor";"System Parameters";"View";"1";"23";"171";"0";"0"
"Auditor";"System Parameters";"Edit";"0";"23";"171";"1";"1"
"Auditor";"System Parameters";"Delete";"0";"23";"171";"2";"1"
"Auditor";"System Parameters";"Create";"0";"23";"171";"7";"1"
"Auditor";"Tasks";"View";"1";"23";"179";"0";"0"
"Auditor";"Tasks";"Edit";"0";"23";"179";"1";"1"
"Auditor";"Tasks";"Delete";"0";"23";"179";"2";"1"
"Auditor";"Tasks";"Create";"0";"23";"179";"7";"1"
"Auditor";"User Groups";"View";"1";"23";"181";"0";"0"
"Auditor";"User Groups";"Edit";"0";"23";"181";"1";"1"
"Auditor";"User Groups";"Delete";"0";"23";"181";"2";"1"
"Auditor";"User Groups";"Create";"0";"23";"181";"7";"1"
"Case Manager";"Adjusters";"View";"1";"11";"175";"0";"0"
"Case Manager";"Adjusters";"Edit";"1";"11";"175";"1";"0"
"Case Manager";"Adjusters";"Delete";"0";"11";"175";"2";"1"
"Case Manager";"Adjusters";"Create";"1";"11";"175";"7";"0"
"Case Manager";"Attorneys";"View";"1";"11";"149";"0";"0"
"Case Manager";"Attorneys";"Edit";"1";"11";"149";"1";"0"
"Case Manager";"Attorneys";"Delete";"0";"11";"149";"2";"1"
"Case Manager";"Attorneys";"Create";"1";"11";"149";"7";"0"
"Case Manager";"Batch Errors";"View";"1";"11";"155";"0";"0"
"Case Manager";"Batch Errors";"Edit";"1";"11";"155";"1";"0"
"Case Manager";"Batch Errors";"Delete";"0";"11";"155";"2";"1"
"Case Manager";"Batch Errors";"Create";"1";"11";"155";"7";"0"
"Case Manager";"Batch Tasks";"View";"1";"11";"166";"0";"0"
"Case Manager";"Batch Tasks";"Edit";"1";"11";"166";"1";"0"
"Case Manager";"Batch Tasks";"Delete";"0";"11";"166";"2";"1"
"Case Manager";"Batch Tasks";"Create";"1";"11";"166";"7";"0"
"Case Manager";"Calendar";"View";"1";"11";"9";"0";"0"
"Case Manager";"Calendar";"Edit";"1";"11";"9";"1";"0"
"Case Manager";"Calendar";"Delete";"0";"11";"9";"2";"1"
"Case Manager";"Calendar";"Create";"1";"11";"9";"7";"0"
"Case Manager";"Case Handlers";"View";"1";"11";"164";"0";"0"
"Case Manager";"Case Handlers";"Edit";"0";"11";"164";"1";"1"
"Case Manager";"Case Handlers";"Delete";"0";"11";"164";"2";"1"
"Case Manager";"Case Handlers";"Create";"0";"11";"164";"7";"1"
"Case Manager";"Cases";"View";"1";"11";"159";"0";"0"
"Case Manager";"Cases";"Edit";"1";"11";"159";"1";"0"
"Case Manager";"Cases";"Delete";"0";"11";"159";"2";"1"
"Case Manager";"Cases";"Create";"1";"11";"159";"7";"0"
"Case Manager";"Claimed Invoices";"View";"1";"11";"152";"0";"0"
"Case Manager";"Claimed Invoices";"Edit";"1";"11";"152";"1";"0"
"Case Manager";"Claimed Invoices";"Delete";"0";"11";"152";"2";"1"
"Case Manager";"Claimed Invoices";"Create";"1";"11";"152";"7";"0"
"Case Manager";"Claims";"View";"1";"11";"139";"0";"0"
"Case Manager";"Claims";"Edit";"1";"11";"139";"1";"0"
"Case Manager";"Claims";"Delete";"0";"11";"139";"2";"1"
"Case Manager";"Claims";"Create";"1";"11";"139";"7";"0"
"Case Manager";"Claims Documents Upload";"View";"1";"11";"201";"0";"0"
"Case Manager";"Claims Documents Upload";"Edit";"1";"11";"201";"1";"0"
"Case Manager";"Claims Documents Upload";"Delete";"0";"11";"201";"2";"1"
"Case Manager";"Claims Documents Upload";"Create";"1";"11";"201";"7";"0"
"Case Manager";"Collections";"View";"1";"11";"170";"0";"0"
"Case Manager";"Collections";"Edit";"1";"11";"170";"1";"0"
"Case Manager";"Collections";"Delete";"0";"11";"170";"2";"1"
"Case Manager";"Collections";"Create";"1";"11";"170";"7";"0"
"Case Manager";"Comments";"View";"1";"11";"40";"0";"0"
"Case Manager";"Comments";"Edit";"1";"11";"40";"1";"0"
"Case Manager";"Comments";"Delete";"0";"11";"40";"2";"1"
"Case Manager";"Comments";"Create";"1";"11";"40";"7";"0"
"Case Manager";"Contacts";"View";"1";"11";"177";"0";"0"
"Case Manager";"Contacts";"Edit";"1";"11";"177";"1";"0"
"Case Manager";"Contacts";"Delete";"0";"11";"177";"2";"1"
"Case Manager";"Contacts";"Create";"1";"11";"177";"7";"0"
"Case Manager";"Counties";"View";"1";"11";"173";"0";"0"
"Case Manager";"Counties";"Edit";"1";"11";"173";"1";"0"
"Case Manager";"Counties";"Delete";"0";"11";"173";"2";"1"
"Case Manager";"Counties";"Create";"1";"11";"173";"7";"0"
"Case Manager";"Courts";"View";"1";"11";"145";"0";"0"
"Case Manager";"Courts";"Edit";"1";"11";"145";"1";"0"
"Case Manager";"Courts";"Delete";"0";"11";"145";"2";"1"
"Case Manager";"Courts";"Create";"1";"11";"145";"7";"0"
"Case Manager";"Document Package Sources";"View";"1";"11";"162";"0";"0"
"Case Manager";"Document Package Sources";"Edit";"0";"11";"162";"1";"1"
"Case Manager";"Document Package Sources";"Delete";"0";"11";"162";"2";"1"
"Case Manager";"Document Package Sources";"Create";"0";"11";"162";"7";"1"
"Case Manager";"Document Packages";"View";"1";"11";"158";"0";"0"
"Case Manager";"Document Packages";"Edit";"0";"11";"158";"1";"1"
"Case Manager";"Document Packages";"Delete";"0";"11";"158";"2";"1"
"Case Manager";"Document Packages";"Create";"0";"11";"158";"7";"1"
"Case Manager";"Document Templates";"View";"1";"11";"157";"0";"0"
"Case Manager";"Document Templates";"Edit";"0";"11";"157";"1";"1"
"Case Manager";"Document Templates";"Delete";"0";"11";"157";"2";"1"
"Case Manager";"Document Templates";"Create";"0";"11";"157";"7";"1"
"Case Manager";"Document Types";"View";"1";"11";"161";"0";"0"
"Case Manager";"Document Types";"Edit";"0";"11";"161";"1";"1"
"Case Manager";"Document Types";"Delete";"0";"11";"161";"2";"1"
"Case Manager";"Document Types";"Create";"0";"11";"161";"7";"1"
"Case Manager";"Documents";"View";"1";"11";"8";"0";"0"
"Case Manager";"Documents";"Edit";"1";"11";"8";"1";"0"
"Case Manager";"Documents";"Delete";"0";"11";"8";"2";"1"
"Case Manager";"Documents";"Create";"1";"11";"8";"7";"0"
"Case Manager";"DotsPBIReports";"View";"1";"11";"184";"0";"0"
"Case Manager";"DotsPBIReports";"Edit";"1";"11";"184";"1";"0"
"Case Manager";"DotsPBIReports";"Delete";"0";"11";"184";"2";"1"
"Case Manager";"DotsPBIReports";"Create";"1";"11";"184";"7";"0"
"Case Manager";"Dropbox Destinations";"View";"1";"11";"185";"0";"0"
"Case Manager";"Dropbox Destinations";"Edit";"1";"11";"185";"1";"0"
"Case Manager";"Dropbox Destinations";"Delete";"0";"11";"185";"2";"1"
"Case Manager";"Dropbox Destinations";"Create";"1";"11";"185";"7";"0"
"Case Manager";"Help Info";"View";"1";"11";"194";"0";"0"
"Case Manager";"Help Info";"Edit";"1";"11";"194";"1";"0"
"Case Manager";"Help Info";"Delete";"0";"11";"194";"2";"1"
"Case Manager";"Help Info";"Create";"1";"11";"194";"7";"0"
"Case Manager";"HO Claimed Invoices";"View";"1";"11";"187";"0";"0"
"Case Manager";"HO Claimed Invoices";"Edit";"1";"11";"187";"1";"0"
"Case Manager";"HO Claimed Invoices";"Delete";"0";"11";"187";"2";"1"
"Case Manager";"HO Claimed Invoices";"Create";"1";"11";"187";"7";"0"
"Case Manager";"Insurance Companies";"View";"1";"11";"168";"0";"0"
"Case Manager";"Insurance Companies";"Edit";"1";"11";"168";"1";"0"
"Case Manager";"Insurance Companies";"Delete";"0";"11";"168";"2";"1"
"Case Manager";"Insurance Companies";"Create";"1";"11";"168";"7";"0"
"Case Manager";"Insurance Company Aliases";"View";"1";"11";"180";"0";"0"
"Case Manager";"Insurance Company Aliases";"Edit";"1";"11";"180";"1";"0"
"Case Manager";"Insurance Company Aliases";"Delete";"0";"11";"180";"2";"1"
"Case Manager";"Insurance Company Aliases";"Create";"1";"11";"180";"7";"0"
"Case Manager";"Insureds";"View";"1";"11";"167";"0";"0"
"Case Manager";"Insureds";"Edit";"1";"11";"167";"1";"0"
"Case Manager";"Insureds";"Delete";"0";"11";"167";"2";"1"
"Case Manager";"Insureds";"Create";"1";"11";"167";"7";"0"
"Case Manager";"Judges";"View";"1";"11";"174";"0";"0"
"Case Manager";"Judges";"Edit";"1";"11";"174";"1";"0"
"Case Manager";"Judges";"Delete";"0";"11";"174";"2";"1"
"Case Manager";"Judges";"Create";"1";"11";"174";"7";"0"
"Case Manager";"Law Firm Aliases";"View";"1";"11";"189";"0";"0"
"Case Manager";"Law Firm Aliases";"Edit";"1";"11";"189";"1";"0"
"Case Manager";"Law Firm Aliases";"Delete";"0";"11";"189";"2";"1"
"Case Manager";"Law Firm Aliases";"Create";"1";"11";"189";"7";"0"
"Case Manager";"Law Firms";"View";"1";"11";"188";"0";"0"
"Case Manager";"Law Firms";"Edit";"1";"11";"188";"1";"0"
"Case Manager";"Law Firms";"Delete";"0";"11";"188";"2";"1"
"Case Manager";"Law Firms";"Create";"1";"11";"188";"7";"0"
"Case Manager";"Leads";"View";"1";"11";"178";"0";"0"
"Case Manager";"Leads";"Edit";"1";"11";"178";"1";"0"
"Case Manager";"Leads";"Delete";"0";"11";"178";"2";"1"
"Case Manager";"Leads";"Create";"1";"11";"178";"7";"0"
"Case Manager";"Litigation Contacts";"View";"1";"11";"191";"0";"0"
"Case Manager";"Litigation Contacts";"Edit";"1";"11";"191";"1";"0"
"Case Manager";"Litigation Contacts";"Delete";"0";"11";"191";"2";"1"
"Case Manager";"Litigation Contacts";"Create";"1";"11";"191";"7";"0"
"Case Manager";"Litigation Costs";"View";"1";"11";"186";"0";"0"
"Case Manager";"Litigation Costs";"Edit";"1";"11";"186";"1";"0"
"Case Manager";"Litigation Costs";"Delete";"0";"11";"186";"2";"1"
"Case Manager";"Litigation Costs";"Create";"1";"11";"186";"7";"0"
"Case Manager";"Mortgage Companies";"View";"1";"11";"190";"0";"0"
"Case Manager";"Mortgage Companies";"Edit";"1";"11";"190";"1";"0"
"Case Manager";"Mortgage Companies";"Delete";"0";"11";"190";"2";"1"
"Case Manager";"Mortgage Companies";"Create";"1";"11";"190";"7";"0"
"Case Manager";"Notification";"View";"1";"11";"111";"0";"0"
"Case Manager";"Notification";"Edit";"1";"11";"111";"1";"0"
"Case Manager";"Notification";"Delete";"0";"11";"111";"2";"1"
"Case Manager";"Notification";"Create";"1";"11";"111";"7";"0"
"Case Manager";"OSSMailView";"View";"1";"11";"54";"0";"0"
"Case Manager";"OSSMailView";"Edit";"1";"11";"54";"1";"0"
"Case Manager";"OSSMailView";"Delete";"0";"11";"54";"2";"1"
"Case Manager";"OSSMailView";"Create";"1";"11";"54";"7";"0"
"Case Manager";"Package Email Variants";"View";"1";"11";"163";"0";"0"
"Case Manager";"Package Email Variants";"Edit";"0";"11";"163";"1";"1"
"Case Manager";"Package Email Variants";"Delete";"0";"11";"163";"2";"1"
"Case Manager";"Package Email Variants";"Create";"0";"11";"163";"7";"1"
"Case Manager";"Partial Settlements";"View";"1";"11";"192";"0";"0"
"Case Manager";"Partial Settlements";"Edit";"1";"11";"192";"1";"0"
"Case Manager";"Partial Settlements";"Delete";"0";"11";"192";"2";"1"
"Case Manager";"Partial Settlements";"Create";"1";"11";"192";"7";"0"
"Case Manager";"Partners Portal Activity";"View";"1";"11";"197";"0";"0"
"Case Manager";"Partners Portal Activity";"Edit";"1";"11";"197";"1";"0"
"Case Manager";"Partners Portal Activity";"Delete";"0";"11";"197";"2";"1"
"Case Manager";"Partners Portal Activity";"Create";"1";"11";"197";"7";"0"
"Case Manager";"Portfolio Purchases";"View";"1";"11";"154";"0";"0"
"Case Manager";"Portfolio Purchases";"Edit";"1";"11";"154";"1";"0"
"Case Manager";"Portfolio Purchases";"Delete";"0";"11";"154";"2";"1"
"Case Manager";"Portfolio Purchases";"Create";"1";"11";"154";"7";"0"
"Case Manager";"Portfolios";"View";"1";"11";"138";"0";"0"
"Case Manager";"Portfolios";"Edit";"0";"11";"138";"1";"1"
"Case Manager";"Portfolios";"Delete";"0";"11";"138";"2";"1"
"Case Manager";"Portfolios";"Create";"0";"11";"138";"7";"1"
"Case Manager";"Program Algorithms";"View";"1";"11";"193";"0";"0"
"Case Manager";"Program Algorithms";"Edit";"1";"11";"193";"1";"0"
"Case Manager";"Program Algorithms";"Delete";"0";"11";"193";"2";"1"
"Case Manager";"Program Algorithms";"Create";"1";"11";"193";"7";"0"
"Case Manager";"Provider Contacts";"View";"1";"11";"136";"0";"0"
"Case Manager";"Provider Contacts";"Edit";"0";"11";"136";"1";"1"
"Case Manager";"Provider Contacts";"Delete";"0";"11";"136";"2";"1"
"Case Manager";"Provider Contacts";"Create";"0";"11";"136";"7";"1"
"Case Manager";"Provider Eligibility";"View";"1";"11";"141";"0";"0"
"Case Manager";"Provider Eligibility";"Edit";"0";"11";"141";"1";"1"
"Case Manager";"Provider Eligibility";"Delete";"0";"11";"141";"2";"1"
"Case Manager";"Provider Eligibility";"Create";"0";"11";"141";"7";"1"
"Case Manager";"Provider Eligibility Conf";"View";"1";"11";"140";"0";"0"
"Case Manager";"Provider Eligibility Conf";"Edit";"0";"11";"140";"1";"1"
"Case Manager";"Provider Eligibility Conf";"Delete";"0";"11";"140";"2";"1"
"Case Manager";"Provider Eligibility Conf";"Create";"0";"11";"140";"7";"1"
"Case Manager";"Provider Licenses";"View";"1";"11";"150";"0";"0"
"Case Manager";"Provider Licenses";"Edit";"0";"11";"150";"1";"1"
"Case Manager";"Provider Licenses";"Delete";"0";"11";"150";"2";"1"
"Case Manager";"Provider Licenses";"Create";"0";"11";"150";"7";"1"
"Case Manager";"Provider References";"View";"1";"11";"137";"0";"0"
"Case Manager";"Provider References";"Edit";"0";"11";"137";"1";"1"
"Case Manager";"Provider References";"Delete";"0";"11";"137";"2";"1"
"Case Manager";"Provider References";"Create";"0";"11";"137";"7";"1"
"Case Manager";"Providers";"View";"1";"11";"135";"0";"0"
"Case Manager";"Providers";"Edit";"0";"11";"135";"1";"1"
"Case Manager";"Providers";"Delete";"0";"11";"135";"2";"1"
"Case Manager";"Providers";"Create";"0";"11";"135";"7";"1"
"Case Manager";"Similar Cases";"View";"1";"11";"176";"0";"0"
"Case Manager";"Similar Cases";"Edit";"1";"11";"176";"1";"0"
"Case Manager";"Similar Cases";"Delete";"0";"11";"176";"2";"1"
"Case Manager";"Similar Cases";"Create";"1";"11";"176";"7";"0"
"Case Manager";"Similar Texas Cases";"View";"1";"11";"199";"0";"0"
"Case Manager";"Similar Texas Cases";"Edit";"1";"11";"199";"1";"0"
"Case Manager";"Similar Texas Cases";"Delete";"0";"11";"199";"2";"1"
"Case Manager";"Similar Texas Cases";"Create";"1";"11";"199";"7";"0"
"Case Manager";"Tasks";"View";"1";"11";"179";"0";"0"
"Case Manager";"Tasks";"Edit";"1";"11";"179";"1";"0"
"Case Manager";"Tasks";"Delete";"0";"11";"179";"2";"1"
"Case Manager";"Tasks";"Create";"1";"11";"179";"7";"0"
"Cases API";"Adjusters";"View";"1";"27";"175";"0";"0"
"Cases API";"Adjusters";"Edit";"0";"27";"175";"1";"1"
"Cases API";"Adjusters";"Delete";"0";"27";"175";"2";"1"
"Cases API";"Adjusters";"Create";"0";"27";"175";"7";"1"
"Cases API";"Attorneys";"View";"1";"27";"149";"0";"0"
"Cases API";"Attorneys";"Edit";"0";"27";"149";"1";"1"
"Cases API";"Attorneys";"Delete";"0";"27";"149";"2";"1"
"Cases API";"Attorneys";"Create";"0";"27";"149";"7";"1"
"Cases API";"Cases";"View";"1";"27";"159";"0";"0"
"Cases API";"Cases";"Edit";"0";"27";"159";"1";"1"
"Cases API";"Cases";"Delete";"0";"27";"159";"2";"1"
"Cases API";"Cases";"Create";"0";"27";"159";"7";"1"
"Cases API";"Comments";"View";"1";"27";"40";"0";"0"
"Cases API";"Comments";"Edit";"0";"27";"40";"1";"1"
"Cases API";"Comments";"Delete";"0";"27";"40";"2";"1"
"Cases API";"Comments";"Create";"0";"27";"40";"7";"1"
"Cases API";"Counties";"View";"1";"27";"173";"0";"0"
"Cases API";"Counties";"Edit";"0";"27";"173";"1";"1"
"Cases API";"Counties";"Delete";"0";"27";"173";"2";"1"
"Cases API";"Counties";"Create";"0";"27";"173";"7";"1"
"Cases API";"Courts";"View";"1";"27";"145";"0";"0"
"Cases API";"Courts";"Edit";"0";"27";"145";"1";"1"
"Cases API";"Courts";"Delete";"0";"27";"145";"2";"1"
"Cases API";"Courts";"Create";"0";"27";"145";"7";"1"
"Cases API";"Document Types";"View";"1";"27";"161";"0";"0"
"Cases API";"Document Types";"Edit";"0";"27";"161";"1";"1"
"Cases API";"Document Types";"Delete";"0";"27";"161";"2";"1"
"Cases API";"Document Types";"Create";"0";"27";"161";"7";"1"
"Cases API";"Documents";"View";"1";"27";"8";"0";"0"
"Cases API";"Documents";"Edit";"0";"27";"8";"1";"1"
"Cases API";"Documents";"Delete";"0";"27";"8";"2";"1"
"Cases API";"Documents";"Create";"0";"27";"8";"7";"1"
"Cases API";"Insurance Companies";"View";"1";"27";"168";"0";"0"
"Cases API";"Insurance Companies";"Edit";"0";"27";"168";"1";"1"
"Cases API";"Insurance Companies";"Delete";"0";"27";"168";"2";"1"
"Cases API";"Insurance Companies";"Create";"0";"27";"168";"7";"1"
"Cases API";"Insureds";"View";"1";"27";"167";"0";"0"
"Cases API";"Insureds";"Edit";"0";"27";"167";"1";"1"
"Cases API";"Insureds";"Delete";"0";"27";"167";"2";"1"
"Cases API";"Insureds";"Create";"0";"27";"167";"7";"1"
"Cases API";"Judges";"View";"1";"27";"174";"0";"0"
"Cases API";"Judges";"Edit";"0";"27";"174";"1";"1"
"Cases API";"Judges";"Delete";"0";"27";"174";"2";"1"
"Cases API";"Judges";"Create";"0";"27";"174";"7";"1"
"Cases API";"Law Firms";"View";"1";"27";"188";"0";"0"
"Cases API";"Law Firms";"Edit";"0";"27";"188";"1";"1"
"Cases API";"Law Firms";"Delete";"0";"27";"188";"2";"1"
"Cases API";"Law Firms";"Create";"0";"27";"188";"7";"1"
"Cases API";"Mortgage Companies";"View";"1";"27";"190";"0";"0"
"Cases API";"Mortgage Companies";"Edit";"0";"27";"190";"1";"1"
"Cases API";"Mortgage Companies";"Delete";"0";"27";"190";"2";"1"
"Cases API";"Mortgage Companies";"Create";"0";"27";"190";"7";"1"
"Cases API";"Outside Cases";"View";"1";"27";"182";"0";"0"
"Cases API";"Outside Cases";"Edit";"0";"27";"182";"1";"1"
"Cases API";"Outside Cases";"Delete";"0";"27";"182";"2";"1"
"Cases API";"Outside Cases";"Create";"0";"27";"182";"7";"1"
"Cases API";"Program Algorithms";"View";"1";"27";"193";"0";"0"
"Cases API";"Program Algorithms";"Edit";"0";"27";"193";"1";"1"
"Cases API";"Program Algorithms";"Delete";"0";"27";"193";"2";"1"
"Cases API";"Program Algorithms";"Create";"0";"27";"193";"7";"1"
"Cases API";"Programs";"View";"1";"27";"144";"0";"0"
"Cases API";"Programs";"Edit";"0";"27";"144";"1";"1"
"Cases API";"Programs";"Delete";"0";"27";"144";"2";"1"
"Cases API";"Programs";"Create";"0";"27";"144";"7";"1"
"Cases API";"Providers";"View";"1";"27";"135";"0";"0"
"Cases API";"Providers";"Edit";"0";"27";"135";"1";"1"
"Cases API";"Providers";"Delete";"0";"27";"135";"2";"1"
"Cases API";"Providers";"Create";"0";"27";"135";"7";"1"
"Cases API";"Similar Cases";"View";"1";"27";"176";"0";"0"
"Cases API";"Similar Cases";"Edit";"0";"27";"176";"1";"1"
"Cases API";"Similar Cases";"Delete";"0";"27";"176";"2";"1"
"Cases API";"Similar Cases";"Create";"0";"27";"176";"7";"1"
"Cases API";"Similar Texas Cases";"View";"1";"27";"199";"0";"0"
"Cases API";"Similar Texas Cases";"Edit";"0";"27";"199";"1";"1"
"Cases API";"Similar Texas Cases";"Delete";"0";"27";"199";"2";"1"
"Cases API";"Similar Texas Cases";"Create";"0";"27";"199";"7";"1"
"Cases API";"Texas Cases";"View";"1";"27";"200";"0";"0"
"Cases API";"Texas Cases";"Edit";"0";"27";"200";"1";"1"
"Cases API";"Texas Cases";"Delete";"0";"27";"200";"2";"1"
"Cases API";"Texas Cases";"Create";"0";"27";"200";"7";"1"
"Claim Acceptant";"Attorneys";"View";"1";"7";"149";"0";"0"
"Claim Acceptant";"Attorneys";"Edit";"0";"7";"149";"1";"1"
"Claim Acceptant";"Attorneys";"Delete";"0";"7";"149";"2";"1"
"Claim Acceptant";"Attorneys";"Create";"0";"7";"149";"7";"1"
"Claim Acceptant";"Batch Errors";"View";"1";"7";"155";"0";"0"
"Claim Acceptant";"Batch Errors";"Edit";"0";"7";"155";"1";"1"
"Claim Acceptant";"Batch Errors";"Delete";"0";"7";"155";"2";"1"
"Claim Acceptant";"Batch Errors";"Create";"0";"7";"155";"7";"1"
"Claim Acceptant";"Calendar";"View";"1";"7";"9";"0";"0"
"Claim Acceptant";"Calendar";"Edit";"1";"7";"9";"1";"0"
"Claim Acceptant";"Calendar";"Delete";"0";"7";"9";"2";"1"
"Claim Acceptant";"Calendar";"Create";"1";"7";"9";"7";"0"
"Claim Acceptant";"Cases";"View";"1";"7";"159";"0";"0"
"Claim Acceptant";"Cases";"Edit";"0";"7";"159";"1";"1"
"Claim Acceptant";"Cases";"Delete";"0";"7";"159";"2";"1"
"Claim Acceptant";"Cases";"Create";"0";"7";"159";"7";"1"
"Claim Acceptant";"Claim Collections";"View";"1";"7";"172";"0";"0"
"Claim Acceptant";"Claim Collections";"Edit";"1";"7";"172";"1";"0"
"Claim Acceptant";"Claim Collections";"Delete";"0";"7";"172";"2";"1"
"Claim Acceptant";"Claim Collections";"Create";"1";"7";"172";"7";"0"
"Claim Acceptant";"Claimed Invoices";"View";"1";"7";"152";"0";"0"
"Claim Acceptant";"Claimed Invoices";"Edit";"1";"7";"152";"1";"0"
"Claim Acceptant";"Claimed Invoices";"Delete";"0";"7";"152";"2";"1"
"Claim Acceptant";"Claimed Invoices";"Create";"1";"7";"152";"7";"0"
"Claim Acceptant";"Claims";"View";"1";"7";"139";"0";"0"
"Claim Acceptant";"Claims";"Edit";"1";"7";"139";"1";"0"
"Claim Acceptant";"Claims";"Delete";"0";"7";"139";"2";"1"
"Claim Acceptant";"Claims";"Create";"1";"7";"139";"7";"0"
"Claim Acceptant";"Claims Documents Upload";"View";"1";"7";"201";"0";"0"
"Claim Acceptant";"Claims Documents Upload";"Edit";"1";"7";"201";"1";"0"
"Claim Acceptant";"Claims Documents Upload";"Delete";"0";"7";"201";"2";"1"
"Claim Acceptant";"Claims Documents Upload";"Create";"1";"7";"201";"7";"0"
"Claim Acceptant";"Collections";"View";"1";"7";"170";"0";"0"
"Claim Acceptant";"Collections";"Edit";"1";"7";"170";"1";"0"
"Claim Acceptant";"Collections";"Delete";"0";"7";"170";"2";"1"
"Claim Acceptant";"Collections";"Create";"1";"7";"170";"7";"0"
"Claim Acceptant";"Counties";"View";"1";"7";"173";"0";"0"
"Claim Acceptant";"Counties";"Edit";"0";"7";"173";"1";"1"
"Claim Acceptant";"Counties";"Delete";"0";"7";"173";"2";"1"
"Claim Acceptant";"Counties";"Create";"0";"7";"173";"7";"1"
"Claim Acceptant";"Document Types";"View";"1";"7";"161";"0";"0"
"Claim Acceptant";"Document Types";"Edit";"0";"7";"161";"1";"1"
"Claim Acceptant";"Document Types";"Delete";"0";"7";"161";"2";"1"
"Claim Acceptant";"Document Types";"Create";"0";"7";"161";"7";"1"
"Claim Acceptant";"Documents";"View";"1";"7";"8";"0";"0"
"Claim Acceptant";"Documents";"Edit";"1";"7";"8";"1";"0"
"Claim Acceptant";"Documents";"Delete";"0";"7";"8";"2";"1"
"Claim Acceptant";"Documents";"Create";"1";"7";"8";"7";"0"
"Claim Acceptant";"DotsPBIReports";"View";"1";"7";"184";"0";"0"
"Claim Acceptant";"DotsPBIReports";"Edit";"1";"7";"184";"1";"0"
"Claim Acceptant";"DotsPBIReports";"Delete";"0";"7";"184";"2";"1"
"Claim Acceptant";"DotsPBIReports";"Create";"1";"7";"184";"7";"0"
"Claim Acceptant";"Dropbox Destinations";"View";"1";"7";"185";"0";"0"
